Filter;;;;;;;;;
Datum von:;06.03.2016;;;;;;;;
Datum bis:;06.03.2016;;;;;;;;
Stand:;07.03.2016 16:51:32;;;;;;;;
;;;;;;;;;
Zugnummer;Linie;Betriebstag;Ursachencode;Ursachen Bezeichnung;Ort;Ort Bezeichung;Uhrzeit;Verspätungsminuten;Verursacher Zugnr.
4869;RE2BY-;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NRH;Regensburg Hbf;22:49:00;3;1
59380;RE40FR+;06.03.2016;50;Haltezeitüberschreitung;NN;Nürnberg Hbf;22:49:00;2;59380
84377;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MNFG;Neuoffingen;22:49:00;2;
94376;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NSL;Saal (Donau);22:49:00;3;
84625;;06.03.2016;57;Keine Meldung durch EVU;NTG;Trebgast;22:50:00;2;84625
27177;;06.03.2016;31;Bauarbeiten;MTLG;Tüßling;22:51:00;2;
4631;;06.03.2016;31;Bauarbeiten;NLA;Laufach;22:51:00;24;
57657;;06.03.2016;57;Keine Meldung durch EVU;MHMG;Heimertingen;22:54:00;2;57657
84373;AG2-;06.03.2016;50;Haltezeitüberschreitung;NBAB;Bad Abbach;22:55:00;2;84373
57421;RE35BY-;06.03.2016;94;Anschluss;MBU;Buchloe;22:56:00;5;
84214;AG1-;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NRH;Regensburg Hbf;22:57:00;2;4869
8923;S1ABY-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MOSM;Oberschleißheim;22:57:00;3;350
59380;RE40FR+;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;NVA;Vach;22:58:00;2;
8620;S6BY-;06.03.2016;93;Wende;MSTH;München-Steinhausen;22:58:00;0;
23398;RE781R+;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen Betriebsführung);NOBN;Obernau;22:59:00;1;
39676;S2FR-;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NNRU;Nürnberg-Reichelsdorf              (Üst);22:59:00;5;39681
20887;;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;NRU;Rehau;23:00:00;2;
3249;;06.03.2016;57;Keine Meldung durch EVU;MLI;Lindau Hbf;23:00:00;2;3249
3439;RB44+;06.03.2016;50;Haltezeitüberschreitung;NKL;Kirchenlaibach;23:00:00;2;3439
57053;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MAOB;Augsburg-Oberhausen;23:00:00;2;
22627;IRE6+;06.03.2016;94;Anschluss;TAU;Aulendorf;23:03:00;3;3265
4631;;06.03.2016;31;Bauarbeiten;NHEIW;Heigenbrücken West;23:03:00;6;
84373;AG2-;06.03.2016;57;Keine Meldung durch EVU;NMAH;Matting Ausweiche;23:03:00;2;84373
8723;S7BY+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MBAB;Baierbrunn;23:03:00;2;8716
39484;S4FR+;06.03.2016;50;Haltezeitüberschreitung;NAN;Ansbach;23:04:00;2;39484
8125;S1BY+;06.03.2016;95;Flügeln;MNF;Neufahrn (b Freising);23:04:00;2;8925
86891;;06.03.2016;57;Keine Meldung durch EVU;MSCS;Schliersee;23:04:00;2;86891
57843;;06.03.2016;50;Haltezeitüberschreitung;MKFG;Kaufering;23:05:00;2;57843
27346;;06.03.2016;50;Haltezeitüberschreitung;NPA;Passau Hbf;23:06:00;3;27346
4089;;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;MLB;Langenbach (Oberbay);23:06:00;2;
3577;RE55FR+;06.03.2016;50;Haltezeitüberschreitung;NSCH;Schwandorf;23:07:00;5;3577
39678;S2FR-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NN;Nürnberg Hbf;23:07:00;6;39681
58239;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NWH;Würzburg Hbf;23:07:00;3;2229
39246;S1FR-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NHS;Hartmannshof;23:08:00;6;3574
4815;RE40FR-;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;NER;Erlangen;23:09:00;8;
4869;RE2BY-;06.03.2016;31;Bauarbeiten;NKOE;Köfering;23:10:00;6;
8325;S3BY+;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;MMA A;Maisach Abzw;23:10:00;2;
84118;ALXN+;06.03.2016;54;Verkehrliche Zugvorbereitung;NSCH;Schwandorf;23:10:00;2;84118
59698;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MPF;Pfaffenhofen (Ilm);23:12:00;2;920
29388;RE40FR+;06.03.2016;64;Triebfahrzeuge;NSFN;Bad Staffelstein;23:13:00;3;29388
79750;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NSCH;Schwandorf;23:13:00;6;84118
3094;IRE1-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NHR O;Hersbruck (rechts Pegnitz) Ost;23:14:00;6;3574
39388;S3FR-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NPOH;Postbauer-Heng;23:14:00;2;42912
3095;IRE1+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NHR;Hersbruck (rechts Pegnitz);23:15:00;3;
39685;S2FR+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NBUU;Büchenbach                         (Üst);23:15:00;2;39676
4868;RE2BY+;06.03.2016;31;Bauarbeiten;NOT;Obertraubling;23:15:00;2;
8821;S8BY+;06.03.2016;31;Bauarbeiten;MDFG;München-Daglfing;23:15:00;4;8820
8625;S6BY+;06.03.2016;50;Haltezeitüberschreitung;MST;Starnberg;23:16:00;2;8625
3579;RE54+;06.03.2016;95;Flügeln;NHR;Hersbruck (rechts Pegnitz);23:19:00;2;3095
57365;RE32BY-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MMO;Marktoberdorf;23:19:00;2;
39385;S3FR+;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NNT;Neumarkt (Oberpf);23:21:00;6;48996
4869;RE2BY-;06.03.2016;31;Bauarbeiten;MEGM;Eggmühl;23:21:00;2;
59499;RE2BY-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NNT;Neumarkt (Oberpf);23:23:00;4;39385
84621;;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;NHAL;Hallstadt (b Bamberg);23:24:00;4;1
84120;ALXN+;06.03.2016;57;Keine Meldung durch EVU;MMB;Moosburg;23:25:00;5;84120
3399;RE37+;06.03.2016;50;Haltezeitüberschreitung;MAMS;Augsburg Morellstraße;23:26:00;2;3399
59297;RE41+;06.03.2016;54;Verkehrliche Zugvorbereitung;NLF;Lichtenfels;23:26:00;4;59297
27640;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NRA;Radldorf (Niederbay);23:27:00;2;
84149;ALXS-;06.03.2016;60;Umlauf-Einsatzplanung;MKP;Kempten (Allgäu) Hbf;23:27:00;2;84149
84383;;06.03.2016;84;Behörden;NSBS;Schwarzenbach (Saale);23:28:00;2;
59225;;06.03.2016;31;Bauarbeiten;NWG;Weißenburg (Bay);23:30:00;3;
8322;S3BY-;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;MOP;München Ost Pbf;23:31:00;2;
8823;S8BY+;06.03.2016;31;Bauarbeiten;MDFG;München-Daglfing;23:32:00;2;
58238;;06.03.2016;51;Antrag EVU;NN;Nürnberg Hbf;23:37:00;2;58238
8618;S6BY-;06.03.2016;50;Haltezeitüberschreitung;MTZ;Tutzing;23:37:00;2;8618
58279;;06.03.2016;54;Verkehrliche Zugvorbereitung;NWH;Würzburg Hbf;23:40:00;4;58279
8623;S6BY+;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;MOP;München Ost Pbf;23:40:00;2;
8225;S2BY+;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;MOP;München Ost Pbf;23:42:00;2;8623
4636;;06.03.2016;31;Bauarbeiten;NWH;Würzburg Hbf;23:43:00;3;51749
58238;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;NF  G;Fürth (Bay) Gbf;23:43:00;2;
8623;S6BY+;06.03.2016;0;Fehlende Begründung (nur bei Leitsystemen der Betriebsführun;MOP W;München Ost Wendeanlage;23:45:00;4;
57857;;06.03.2016;57;Keine Meldung durch EVU;MLLF;Lagerlechfeld;23:46:00;3;57857
59109;;06.03.2016;94;Anschluss;MIH;Ingolstadt Hbf;23:47:00;11;
84375;AG2-;06.03.2016;94;Anschluss;MIH;Ingolstadt Hbf;23:47:00;9;
39221;S1FR+;06.03.2016;25;Anlagen Leit- und Sicherungstechnik;NER;Erlangen;23:48:00;4;
4633;;06.03.2016;31;Bauarbeiten;NLA;Laufach;23:50:00;10;
27223;;06.03.2016;51;Antrag EVU;MLA;Landshut (Bay) Hbf;23:53:00;13;27223
27642;;06.03.2016;94;Anschluss;MNFR;Neufahrn (Niederbay);23:54:00;2;84120
4636;;06.03.2016;31;Bauarbeiten;NVE;Veitshöchheim;23:55:00;6;51749
86700;;06.03.2016;92;Zugfolge - betroffener Zug war verspätet;MIH;Ingolstadt Hbf;23:55:00;8;59109
4632;RE60FR+;06.03.2016;51;Antrag EVU;NAH;Aschaffenburg Hbf;23:56:00;7;922
8122;S1BY-;06.03.2016;91;Zugfolge - wegen Vorrang anderer Züge;MMCH;München-Moosach;23:57:00;2;
